Source_File,Area,Diameter
Results_3_7_1.csv,47.128,7.781
Results_3_7_1.csv,41.047,7.807
Results_3_7_1.csv,25.43,4.833
Results_3_7_1.csv,27.779,10.242
Results_3_7_1.csv,47.266,9.724
Results_3_7_1.csv,32.478,8.822
Results_3_7_1.csv,76.289,15.4725
Results_3_7_1.csv,33.584,7.32
Results_3_7_1.csv,143.181,19.955
Results_3_7_1.csv,70.485,17.589
Results_3_7_1.csv,41.876,11.115
Results_3_7_1.csv,105.589,16.576
Results_3_7_1.csv,43.673,11.2275
Results_3_7_1.csv,79.192,18.969
Results_3_7_1.csv,25.292,6.779
Results_3_7_1.csv,28.332,7.015
Results_3_7_1.csv,128.808,14.708
Results_3_7_1.csv,54.591,12.686
Results_3_7_1.csv,49.616,10.3375
Results_3_7_1.csv,31.925,7.178
Results_3_7_1.csv,35.657,9.229
Results_3_7_1.csv,34.413,6.32
Results_3_7_1.csv,306.54,21.573
Results_3_7_1.csv,27.226,5.331
Results_3_7_1.csv,27.641,5.705
Results_3_7_1.csv,29.438,10.448
Results_3_7_1.csv,48.787,10.919
Results_3_7_1.csv,56.941,14.134
Results_3_7_1.csv,40.08,9.297
Results_3_7_1.csv,37.592,8.6805
Results_3_7_1.csv,41.185,11.112
Results_3_7_1.csv,26.397,9.014
Results_3_7_1.csv,34.137,7.949999999999999
Results_3_7_1.csv,32.064,6.77
Results_3_7_1.csv,30.543,7.36
Results_3_7_1.csv,29.438,8.3375
Results_3_7_1.csv,29.852,9.937
Results_3_7_1.csv,30.958,8.3425
Results_3_7_1.csv,140.14,14.119
Results_3_7_1.csv,107.247,11.536
Results_3_7_1.csv,42.982,7.291
Results_3_7_1.csv,44.917,11.071
Results_3_7_1.csv,40.494,10.375
Results_3_7_1.csv,40.494,11.468
Results_3_7_1.csv,121.897,21.3275
Results_3_7_1.csv,35.657,12.0795
Results_3_7_1.csv,34.275,7.613
Results_3_7_1.csv,26.121,9.838
Results_3_7_1.csv,38.421,10.4955
Results_3_7_1.csv,49.754,9.935
Results_3_7_1.csv,27.918,7.675
Results_3_7_1.csv,59.705,11.304
Results_3_7_1.csv,25.43,9.1525
Results_3_7_1.csv,133.23,16.664
Results_3_7_1.csv,50.998,12.6705
Results_3_7_1.csv,59.152,11.792
Results_3_7_1.csv,40.494,8.439
Results_3_7_1.csv,28.747,8.616
Results_3_7_1.csv,28.747,8.9785
Results_3_7_1.csv,43.949,11.62
